date,su
20160227,1320795.4942762
20160228,1147692.18184677
20160229,2057511.92176763
20160301,235049.83998774
20160302,346605.19361998
20160303,500926.27428514
20160304,655371.67420834
20160305,432678.9619772
20160306,266773.91298942
20160307,701033.60074938
20160308,730816.65809164
20160309,811052.99434766
20160310,846905.13637984
20160311,752121.29164634
20160312,552683.88162354
20160313,394297.76826528
20160314,749668.57696038
20160315,843529.14909452
20160316,761574.12596092
20160317,856100.97641792
20160318,853311.16291004
20160319,686638.87478852
20160320,456977.64533628
20160321,896754.68315384
20160322,1046948.56860646
20160323,979713.64967264
20160324,986652.6722031
20160325,1030757.84252093
20160326,1032847.95363483
20160327,855922.62152556
20160328,1172139.04260767
20160329,1528027.44895512
20160330,2156403.33909264
20160331,2295897.22922386
20160401,138947.33486784
20160402,293971.65259126
20160403,208244.00668212
20160404,354236.158111
20160405,541960.96838092
20160406,722744.709289918
20160407,709647.34958798
20160408,580359.58287812
20160409,556572.12591538
20160410,382922.8450729
20160411,552119.035701
20160412,755282.28187284
20160413,774935.6364254
20160414,677809.34334004
20160415,772487.67720486
20160416,647413.38863248
20160417,356076.92756648
20160418,673441.68503166
20160419,910967.18902108
20160420,899323.33212278
20160421,905651.21434691
20160422,881009.4485815
20160423,785190.96991021
20160424,477205.01934606
20160425,1040428.31935726
20160426,1240735.07338775
20160427,1474195.63782379
20160428,1698866.64086863
20160429,1769591.21896904
20160430,1855393.8692289
20160501,126961.9619295
20160502,131497.2353141
20160503,268307.21077844
20160504,467389.48112686
20160505,647006.5828052
20160506,727035.28366182
20160507,594609.03247614
20160508,332749.16839632
20160509,619004.82491672
20160510,710672.72752407
20160511,726823.497051883
20160512,752246.55570538
20160513,837588.03360613
20160514,580322.33140996
20160515,450971.89525326
20160516,612370.79035709
20160517,887243.3309175
20160518,860107.26614226
20160519,966707.34748
20160520,917464.010825
20160521,715027.54566501
20160522,456519.72383106
20160523,1025619.20330949
20160524,1117122.71540424
20160525,1170459.21515678
20160526,1164867.30483008
20160527,1160243.29815611
20160528,1054146.83590723
20160529,971776.63373883
20160530,1430230.49393512
20160531,2004307.18968113
20160601,238746.6995218
20160602,307513.0005595
20160603,479388.93268674
20160604,475310.56360638
20160605,105852.24055328
20160606,469737.72949942
20160607,685908.212986
20160608,823073.15712616
20160609,805986.92995026
20160610,747892.11725514
20160611,620033.44746754
20160612,274873.6077606
20160613,689587.56471604
20160614,729839.2509282
20160615,800684.1019753
20160616,718556.800455488
20160617,780914.61533868
20160618,663617.47315338
20160619,358110.98794554
20160620,862951.44782312
20160621,981810.05992996
20160622,990061.59050206
20160623,1009585.9457216
20160624,877043.74705592
20160625,977578.99362272
20160626,693618.0561161
20160627,1182756.89332774
20160628,1219903.16724696
20160629,1521834.47765172
20160630,90626.1507058
20160701,281250.9104833
20160702,372520.30190222
20160703,272780.76205742
20160704,465363.63857214
20160705,382517.65966497
20160706,324306.8596957
20160707,313777.91950156
20160708,394231.22321563
20160709,611700.90031342
20160710,380867.1642891
20160711,570502.23406759
20160712,749041.34498258
20160713,789806.18740668
20160714,789231.57859124
20160715,785039.190884
20160716,735758.63537088
20160717,451079.13645278
20160718,733730.9363332
20160719,899991.169898693
20160720,917250.50849636
20160721,1031872.5993707
20160722,943317.71743032
20160723,869298.05405642
20160724,639393.05619554
20160725,1240489.28254358
20160726,1283365.45191554
20160727,1364746.75803366
20160728,1566867.96675888
20160729,1602931.54301862
20160730,1270755.13499142
20160731,1058447.43324595
20160801,181531.2941323
20160802,455776.1035942
20160803,469799.41320712
20160804,635632.37814404
20160805,610516.50656906
20160806,525087.23043066
20160807,324012.50924244
20160808,681158.56101064
20160809,778412.1649699
20160810,892621.73718
20160811,828159.59537326
20160812,753897.80676558
20160813,673498.11230772
20160814,447383.46645118
20160815,399990.38376204
20160816,900083.76586794
20160817,809361.34660216
20160818,676098.45262276
20160819,709985.88474148
20160820,799552.01158704
20160821,478670.1079666
20160822,990968.52177006
20160823,1189873.219729
20160824,1305759.85696714
20160825,1101168.76336176
20160826,1099362.99384958
20160827,936500.67384398
20160828,751296.90980756
20160829,1312905.04295096
20160830,1714129.49365066
20160831,1905830.9585175
20160901,230456.81301704
20160902,338076.4059671
20160903,451092.91841282
20160904,350965.30731744
20160905,544651.55795922
20160906,832956.95174294
20160907,740940.16564584
20160908,694829.01049094
20160909,759129.8470518
20160910,545048.36082828
20160911,192215.23940074
20160912,385333.32913246
20160913,435726.58229478
20160914,617244.26940067
20160915,736152.26295864
20160916,754816.0777415
20160917,580915.39554714
20160918,371389.7459016
20160919,739050.560440666
20160920,967307.27515962
20160921,1199521.90298002
20160922,1305521.58950985
20160923,1118535.26458754
20160924,938975.31149876
20160925,774547.26166059
20160926,1381199.23984587
20160927,1596474.9317376
20160928,1599423.23196726
20160929,1954582.25484231
20160930,1907738.71710712
20161001,185120.51095017
20161002,203015.46095782
20161003,301531.70704194
20161004,511676.67264902
20161005,671442.72255501
20161006,684875.818616254
20161007,628810.39596666
20161008,494158.41788277
20161009,345418.27882662
20161010,663359.95517973
20161011,642618.46879832
20161012,828972.12242506
20161013,863980.15305203
20161014,804201.17665844
20161015,679168.43132048
20161016,341736.65493701
20161017,792602.78759493
20161018,1002189.91760313
20161019,991987.79411536
20161020,1031400.87130743
20161021,869421.92535956
20161022,836867.88070158
20161023,588731.15410745
20161024,1168876.83446234
20161025,1127683.96353072
20161026,1457293.76125892
20161027,1414200.97706562
20161028,1409173.61237354
20161029,1290107.34259104
20161030,821547.85794661
20161031,1247542.8411484
